"player","salary","season"
"Jermaine O'Neal",8069889,2011
"Al Harrington",8069889,2011
"Wesley Matthews",8069889,2011
"Drew Gooden",8062890,2011
"Kyle Lowry",8048892,2011
"Mike Bibby",7789601,2011
"Derrick Rose",7763555,2011
"Nenad Krstic",7759294,2011
"Jamaal Tinsley",7698940,2011
"Francisco Garcia",7698940,2011
"Sasha Vujacic",7664103,2011
"Al Horford",7621750,2011
"Blake Griffin",7499159,2011
"Mickael Pietrus",7418978,2011
"Luke Walton",7362986,2011
"Channing Frye",7278998,2011
"John Wall",7201000,2011
"Reggie Evans",7111021,2011
"Kyle Korver",6999036,2011
"Jason Maxiell",6999036,2011
"Mike Miller",6999036,2011
"Louis Williams",6999036,2011
"Amir Johnson",6999036,2011
"Linas Kleiza",6992037,2011
"Michael Beasley",6946179,2011
"Mike Conley",6877263,2011
"Antonio McDyess",6803063,2011
"Marcus Banks",6785686,2011
"Darius Songaila",6744271,2011
"Martell Webster",6719075,2011
"Hasheem Thabeet",6709668,2011
"Ronnie Brewer",6705077,2011
"Kendrick Perkins",6495397,2011
"Evan Turner",6442921,2011
"Jarrett Jack",6439113,2011
"Chris Andersen",6345746,2011
"OJ Mayo",6237821,2011
"Jeff Green",6237524,2011
"Charlie Bell",6226051,2011
"Brad Miller",6159152,2011
"Darko Milicic",6054166,2011
"James Harden",6025498,2011
"Matt Carroll",6019171,2011
"Zaza Pachulia",5950930,2011
"Randy Foye",5949181,2011
"Hakim Warrick",5949181,2011
"Nate Robinson",5879190,2011
"DeShawn Stevenson",5811700,2011
"Derrick Favors",5785795,2011
"Yi Jianlian",5669918,2011
"Russell Westbrook",5624033,2011
"Daniel Gibson",5620693,2011
"Anthony Morrow",5599229,2011
"Ryan Gomes",5599229,2011
"Steve Blake",5599229,2011
"Nikola Pekovic",5599229,2011
"Luke Ridnour",5599229,2011
"Ronny Turiaf",5599229,2011
"Brandon Bass",5599229,2011
"Willie Green",5565633,2011
"Ramon Sessions",5549284,2011
"Tyreke Evans",5432540,2011
"Jordan Farmar",5249277,2011
"Wesley Johnson",5216521,2011
"Corey Brewer",5184147,2011
"Derek Fisher",5179287,2011
"CJ Miles",5179287,2011
"Kevin Love",5092890,2011
"Timofey Mozgov",4993247,2011
"Shaun Livingston",4899325,2011
"Dorell Wright",4899325,2011
"Udonis Haslem",4899325,2011
"Carlos Delfino",4899325,2011
"Chris Duhon",4899325,2011
"Marc Gasol",4871329,2011
"Tiago Splitter",4759344,2011
"Brandan Wright",4756646,2011
"DeMarcus Cousins",4723845,2011
"Grant Hill",4652959,2011
"Danilo Gallinari",4625747,2011
"Glen Davis",4619364,2011
"Joel Anthony",4619364,2011
"Kelenna Azubuike",4619364,2011
"Johan Petro",4549373,2011
"Will Bynum",4549373,2011
"Thabo Sefolosha",4549373,2011
"Kris Humphries",4479383,2011
"Jonny Flynn",4468184,2011
"Joakim Noah",4379347,2011
"CJ Watson",4339402,2011
"Ekpe Udoh",4290465,2011
"Eric Gordon",4222770,2011
"Eduardo Najera",4199421,2011
"Chris Wilcox",4199421,2011
"Jamario Moon",4199421,2011
"Tony Allen",4199421,2011
"Carl Landry",4199421,2011
"Matt Bonner",4199421,2011
"Raja Bell",4199421,2011
"Josh Howard",4199421,2011
"Spencer Hawes",4163474,2011
"Stephen Curry",4078814,2011
"Thaddeus Young",4061178,2011
"Julian Wright",4000729,2011
"Anthony Parker",3997429,2011
"Al Thornton",3939332,2011
"Greg Monroe",3916716,2011
"Rodney Stuckey",3873443,2011
"Sebastian Telfair",3779479,2011
"Jordan Hill",3736813,2011
"Nick Young",3682197,2011
"Al-Farouq Aminu",3588154,2011
"DJ Augustin",3556070,2011
"Dahntay Jones",3499518,2011
"David Andersen",3499518,2011
"Maurice Evans",3499518,2011
"Marquis Daniels",3457524,2011
"DeMar DeRozan",3434959,2011
"Brook Lopez",3378182,2011
"Rasual Butler",3359537,2011
"Marco Belinelli",3331919,2011
"Gordon Hayward",3298393,2011
"Ryan Hollins",3266216,2011
"Brandon Jennings",3263118,2011
"Ersan Ilyasova",3248252,2011
"Craig Smith",3219556,2011
"Jerryd Bayless",3209198,2011
"Quentin Richardson",3170563,2011
"Paul George",3133272,2011
"Louis Amundson",3114571,2011
"Terrence Williams",3099845,2011
"Shannon Brown",3079576,2011
"Anthony Tolliver",3079576,2011
"Jason Smith",3062656,2011
"Jason Thompson",3048780,2011
"Daequan Cook",3037381,2011
"Jared Dudley",3011080,2011
"Wilson Chandler",2982264,2011
"Cole Aldrich",2976718,2011
"Gerald Henderson",2944970,2011
"Ben Wallace",2911599,2011
"Brandon Rush",2896269,2011
"Xavier Henry",2827890,2011
"Aaron Brooks",2822980,2011
"Keyon Dooling",2799614,2011
"Tyler Hansbrough",2797654,2011
"Chuck Hayes",2761119,2011
"Goran Dragic",2760420,2011
"Anthony Randolph",2751629,2011
"Arron Afflalo",2743030,2011
"Ed Davis",2686454,2011
"Earl Clark",2657898,2011
"Jason Williams",2627640,2011
"Robin Lopez",2613888,2011
"Patrick Patterson",2552240,2011
"Jose Juan Barea",2540650,2011
"Austin Daye",2524860,2011
"Marreese Speights",2483202,2011
"Matt Barnes",2470659,2011
"Larry Sanders",2424410,2011
"Omer Asik",2409068,2011
"James Johnson",2398709,2011
"Roy Hibbert",2359067,2011
"Renaldo Balkman",2344677,2011
"Luke Babbitt",2303298,2011
"Jrue Holiday",2278774,2011
"JaVale McGee",2241147,2011
"Keith Bogans",2239691,2011
"Hamed Haddadi",2239691,2011
"Kevin Seraphin",2188066,2011
"Ty Lawson",2164885,2011
"JJ Hickson",2140193,2011
"Solomon Jones",2099710,2011
"Eric Bledsoe",2078713,2011
"Jeff Teague",2067291,2011
"Alexis Ajinca",2054693,2011
"Avery Bradley",1985150,2011
"Eric Maynor",1984646,2011
"Courtney Lee",1972384,2011
"Ryan Anderson",1972384,2011
"Roger Mason",1959730,2011
"Ronnie Price",1931734,2011
"James Anderson",1905697,2011
"Darren Collison",1905193,2011
"Kosta Koufos",1893435,2011
"Jason Collins",1892792,2011
"Shaquille O'Neal",1892792,2011
"Kurt Thomas",1892792,2011
"Brian Cardinal",1892792,2011
"Tracy McGrady",1892792,2011
"Theo Ratliff",1892792,2011
"Joe Smith",1892792,2011
"Zydrunas Ilgauskas",1892792,2011
"Juwan Howard",1892792,2011
"Eddie House",1892792,2011
"Earl Boykins",1892792,2011
"Anthony Carter",1892792,2011
"Tony Battie",1892792,2011
"Craig Brackins",1829436,2011
"Sean Marks",1770318,2011
"Elliot Williams",1756366,2011
"Omri Casspi",1756030,2011
"Rudy Fernandez",1745111,2011
"Kwame Brown",1720720,2011
"Brian Scalabrine",1720720,2011
"Jamaal Magloire",1720720,2011
"Malik Allen",1720720,2011
"Earl Watson",1720720,2011
"Etan Thomas",1712196,2011
"Melvin Ely",1712196,2011
"Carlos Arroyo",1712196,2011
"Trevor Booker",1686151,2011
"Serge Ibaka",1685647,2011
"BJ Mullens",1685647,2011
"Royal Ivey",1679768,2011
"Nicolas Batum",1675233,2011
"George Hill",1619801,2011
"Damion James",1618625,2011
"Rodrigue Beaubois",1618289,2011
"Quinton Ross",1604650,2011
"Brian Cook",1604650,2011
"Francisco Elson",1604650,2011
"Erick Dampier",1581038,2011
"Darrell Arthur",1572935,2011
"Taj Gibson",1564536,2011
"Donte Greene",1563360,2011
"Dominique Jones",1553954,2011
"DJ White",1551938,2011
"Kyrylo Fesenko",1522290,2011
"DeMarre Carroll",1519350,2011
"Wayne Ellington",1510112,2011
"Quincy Pondexter",1502385,2011
"Toney Douglas",1499193,2011
"Josh Powell",1497246,2011
"Delonte West",1497106,2011
"James Jones",1497106,2011
"Didier Ilunga-Mbenga",1497106,2011
"Jordan Crawford",1459047,2011
"Greivis Vasquez",1450144,2011
"Aaron Gray",1440177,2011
"Daniel Orton",1439561,2011
"Christian Eyenga",1429147,2011
"Lazar Hayward",1429147,2011
"Jon Brockman",1399807,2011
"Hilton Armstrong",1389560,2011
"Stephen Graham",1389560,2011
"Joey Graham",1389560,2011
"Fabricio Oberto",1389560,2011
"Luther Head",1389560,2011
"Antoine Wright",1389560,2011
"Patrick Mills",1311892,2011
"DeJuan Blair",1285023,2011
"Von Wafer",1282016,2011
"Leon Powe",1282016,2011
"Shelden Williams",1282016,2011
"Sam Young",1240229,2011
"Shawne Williams",1239123,2011
"Josh McRoberts",1238997,2011
"Dominic McGuire",1237597,2011
"Chris Quinn",1206603,2011
"Acie Law",1202555,2011
"DeAndre Jordan",1195979,2011
"Mario Chalmers",1195979,2011
"Luc Mbah a Moute",1195979,2011
"Chris Douglas-Roberts",1195979,2011
"Henry Walker",1195979,2011
"Darnell Jackson",1195979,2011
"Sonny Weems",1195979,2011
"Joey Dorsey",1195979,2011
"Cartier Martin",1195979,2011
"Chase Budinger",1093068,2011
"Jermaine Taylor",1093068,2011
"Solomon Alabi",1077851,2011
"Ian Mahinmi",1066927,2011
"Dante Cunningham",1066926,2011
"Derrick Brown",1066926,2011
"DaJuan Summers",1066926,2011
"Jonas Jerebko",1066926,2011
"Reggie Williams",1066926,2011
"AJ Price",1066926,2011
"Jodie Meeks",1066926,2011
"Marcus Thornton",1066926,2011
"Lance Stephenson",1049855,2011
"Damien Wilkins",1047974,2011
"Steve Novak",1028781,2011
"Hassan Whiteside",1022471,2011
"Alonzo Gee",953956,2011
"Rodney Carney",912494,2011
"Jarron Collins",900847,2011
"Ike Diogu",852163,2011
"Andy Rautins",839884,2011
"Gary Neal",734898,2011
"Samardo Samuels",699903,2011
"Willie Warren",699903,2011
"Gani Lawal",663004,2011
"Garret Siler",663004,2011
"Pape Sy",662954,2011
"Ben Uzoh",662954,2011
"Sherron Collins",662954,2011
"Semih Erden",662954,2011
"Luke Harangody",662954,2011
"Manny Harris",662954,2011
"Gary Forbes",662954,2011
"Terrico White",662954,2011
"Jeremy Lin",662954,2011
"Devin Ebanks",662954,2011
"Derrick Caracter",662954,2011
"Ishmael Smith",662954,2011
"Patrick Beverley",662954,2011
"Dexter Pittman",662954,2011
"Da'Sean Butler",662954,2011
"Landry Fields",662954,2011
"Armon Johnson",662954,2011
"Pooh Jeter",662954,2011
"Jeremy Evans",662954,2011
"Hamady N'Diaye",662954,2011
"Pops Mensah-Bonsu",510175,2011
"Jeff Adrien",479666,2011
"Sundiata Gaines",458150,2011
"Jawad Williams",450250,2011
"Brian Skinner",378558,2011
"Ime Udoka",369873,2011
"Zabian Dowdell",339276,2011
"Jerry Stackhouse",311753,2011
"John Lucas",291529,2011
"Aleksandar Pavlovic",283173,2011
"Lester Hudson",269870,2011
"Earl Barron",263944,2011
"Garrett Temple",238488,2011
"Chris Johnson",230083,2011
"Darington Hobson",144289,2011
"Danny Green",131797,2011
"Joe Alexander",126633,2011
"Trey Johnson",125520,2011
"Mustafa Shakur",125520,2011
"Maurice Ager",116610,2011
"Bobby Simmons",100717,2011
"Matt Janning",81894,2011
"Ronald Dupree",81738,2011
"Larry Owens",77994,2011
"Kobe Bryant",34123045,2012
"Vince Carter",28791263,2012
"Kevin Garnett",28719683,2012
"Tim Duncan",28608269,2012
"Rashard Lewis",28570437,2012
"Gilbert Arenas",26046371,2012
"Dirk Nowitzki",25807884,2012
"Pau Gasol",25295964,2012
"Carmelo Anthony",25031603,2012
"Amare Stoudemire",24624918,2012
"Dwight Howard",24454691,2012
"Joe Johnson",24382784,2012
"Richard Hamilton",23654793,2012
"Elton Brand",23059676,2012
"Deron Williams",22113589,2012
"Chris Paul",22113589,2012
"Brandon Roy",21670689,2012
"LeBron James",21657653,2012
"Chris Bosh",21657653,2012
"Dwyane Wade",21209564,2012
"Kevin Durant",20960353,2012
"Paul Pierce",20726106,2012
"Baron Davis",20616411,2012
"Zach Randolph",20545878,2012
"Antawn Jamison",20379233,2012
"Rudy Gay",20318987,2012
"Andrew Bynum",20140367,2012
"Chauncey Billups",19194175,2012
"Chris Kaman",18964386,2012
"Al Jefferson",18923835,2012
"Andre Iguodala",18290900,2012
"Carlos Boozer",18247984,2012
"Tyson Chandler",17717896,2012
"Nenê",17572132,2012
"Manu Ginobili",17546501,2012
"Marc Gasol",17466962,2012
"Emeka Okafor",16952799,2012
"Tony Parker",16896281,2012
"Josh Smith",16761111,2012
"LaMarcus Aldridge",16723263,2012
"Luol Deng",16659733,2012
"Danny Granger",16241927,2012
"Al Horford",16220430,2012
"Joakim Noah",16220430,2012
"Andrew Bogut",16220430,2012
"Steve Nash",15800134,2012
"David Lee",15693266,2012
"Ben Gordon",15679749,2012
"Kevin Martin",15571396,2012
"Marcus Camby",15175902,2012
"Jason Terry",15082296,2012
"Hidayet Turkoglu",14890152,2012
"Monta Ellis",14868727,2012
"Mehmet Okur",14720040,2012
"Corey Maggette",13871264,2012
"Jason Kidd",13680581,2012
"DeAndre Jordan",13624355,2012
"Rajon Rondo",13578467,2012
"Ray Allen",13517025,2012
"David West",13517025,2012
"Jose Calderon",13220991,2012
"Gerald Wallace",12841174,2012
"Devin Harris",12596515,2012
"Richard Jefferson",12546502,2012
"Stephen Jackson",12512034,2012
"Andrea Bargnani",12503248,2012
"Boris Diaw",12165322,2012
"Andris Biedrins",12165322,2012
"Lamar Odom",12030152,2012
"Luis Scola",11613548,2012
"Rodney Stuckey",11489471,2012
"Maurice Williams",11489471,2012
"Carl Landry",11489471,2012
"John Salmons",11489471,2012
"Paul Millsap",10953433,2012
"Kirk Hinrich",10948790,2012
"Shawn Marion",10843964,2012
"Kris Humphries",10813620,2012
"Caron Butler",10813620,2012
"Andre Miller",10553725,2012
"Jameer Nelson",10543279,2012
"Anderson Varejao",10408109,2012
"Brendan Haywood",10306055,2012
"Leandro Barbosa",10272939,2012
"James Posey",10266991,2012
"Arron Afflalo",10222250,2012
"Raymond Felton",10218871,2012
"Charlie Villanueva",10191837,2012
"Marvin Williams",10137769,2012
"Thaddeus Young",10108384,2012
"Tyrus Thomas",9875221,2012
"Kendrick Perkins",9629023,2012
"Travis Outlaw",9461917,2012
"Samuel Dalembert",9461917,2012
"Marcus Thornton",9461917,2012
"Derrick Rose",9453412,2012
"DeSagana Diop",9361080,2012
"Beno Udrih",9361080,2012
"Metta World Peace",9178925,2012
"Trevor Ariza",9178925,2012
"Marcin Gortat",9178925,2012
"Kwame Brown",9123992,2012
"JJ Redick",9123992,2012
"Andres Nocioni",8988821,2012
"Mike Conley",8936877,2012
"Mickael Pietrus",8817379,2012
"Grant Hill",8786066,2012
"Andray Blatche",8707779,2012
"Glen Davis",8515725,2012
"Tayshaun Prince",8505094,2012
"Michael Beasley",8464830,2012
"Jermaine O'Neal",8415970,2012
"Al Harrington",8415970,2012
"Drew Gooden",8415970,2012
"Wesley Matthews",8292911,2012
"Josh Childress",8110215,2012
"Francisco Garcia",7839874,2012
"Kyle Lowry",7772289,2012
"Blake Griffin",7746715,2012
"Luke Walton",7677670,2012
"OJ Mayo",7613649,2012
"Channing Frye",7569534,2012
"John Wall",7475023,2012
"Amir Johnson",7434363,2012
"Nate Robinson",7411799,2012
"Mike Miller",7299193,2012
"Jason Richardson",7292435,2012
"Martell Webster",7104548,2012
"Chuck Hayes",7096438,2012
"Louis Williams",6996412,2012
"Kyrie Irving",6953536,2012
"Hasheem Thabeet",6931152,2012
"Russell Westbrook",6869914,2012
"Kyle Korver",6758512,2012
"Jason Maxiell",6758512,2012
"Luc Mbah a Moute",6758512,2012
"Jarrett Jack",6758512,2012
"Jamal Crawford",6758512,2012
"Evan Turner",6688007,2012
"Darko Milicic",6456407,2012
"Brad Miller",6423290,2012
"Zaza Pachulia",6420587,2012
"Ronnie Brewer",6366518,2012
"Kevin Love",6230944,2012
"Linas Kleiza",6224590,2012
"James Harden",6224265,2012
"Derrick Williams",6221508,2012
"Nikola Pekovic",6087527,2012
"Jonas Jerebko",6082661,2012
"Derrick Favors",6006100,2012
"Daniel Gibson",5952673,2012
"Ronny Turiaf",5893423,2012
"Jose Juan Barea",5812320,2012
"Ramon Sessions",5755512,2012
"Brandon Bass",5744735,2012
"Randy Foye",5744735,2012
"Jared Dudley",5744735,2012
"Chris Andersen",5723108,2012
"Danilo Gallinari",5663879,2012
"Tyreke Evans",5611782,2012
"Enes Kanter",5586965,2012
"Charlie Bell",5541872,2012
"Spencer Hawes",5475779,2012
"Wesley Johnson",5415028,2012
"Jordan Farmar",5406810,2012
"Anthony Morrow",5406810,2012
"Ryan Gomes",5406810,2012
"Steve Blake",5406810,2012
"Mario Chalmers",5406810,2012
"Hakim Warrick",5406810,2012
"Matt Carroll",5271639,2012
"Eric Gordon",5178621,2012
"Dorell Wright",5167558,2012
"Udonis Haslem",5109435,2012
"Mike Dunleavy",5068884,2012
"Nazr Mohammed",5068884,2012
"Tristan Thompson",5037254,2012
"CJ Miles",5001299,2012
"Nick Young",4995699,2012
"Luke Ridnour",4974265,2012
"Tiago Splitter",4963451,2012
"DeMarcus Cousins",4903598,2012
"Joel Anthony",4866129,2012
"Shaun Livingston",4730958,2012
"Carlos Delfino",4730958,2012
"Chris Duhon",4730958,2012
"Shannon Brown",4730958,2012
"Ricky Rubio",4704087,2012
"Jonny Flynn",4615685,2012
"CJ Watson",4595788,2012
"Derek Fisher",4595788,2012
"Marco Belinelli",4565515,2012
"Timofey Mozgov",4519952,2012
"Daequan Cook",4516792,2012
"Matt Bonner",4480893,2012
"Thabo Sefolosha",4460618,2012
"Ekpe Udoh",4453805,2012
"Nick Collison",4424118,2012
"Johan Petro",4393033,2012
"Will Bynum",4393033,2012
"Raja Bell",4379516,2012
"DJ Augustin",4374744,2012
"Tony Allen",4257862,2012
"Stephen Curry",4213419,2012
"Brook Lopez",4159165,2012
"Jan Vesely",4143022,2012
"Corey Brewer",4134858,2012
"Jerryd Bayless",4112257,2012
"Greg Monroe",4065813,2012
"Jason Thompson",4056843,2012
"Chris Wilcox",4055107,2012
"Shawne Williams",4055107,2012
"Jeff Foster",4055107,2012
"Josh McRoberts",4055107,2012
"Shane Battier",4055107,2012
"Brandon Rush",3996522,2012
"Anthony Randolph",3935118,2012
"Robin Lopez",3869386,2012
"Jordan Hill",3860138,2012
"Bismack Biyombo",3782117,2012
"Al-Farouq Aminu",3724697,2012
"Eduardo Najera",3717181,2012
"Marreese Speights",3678327,2012
"Dahntay Jones",3649596,2012
"Antonio McDyess",3568494,2012
"DeMar DeRozan",3548219,2012
"Roy Hibbert",3499003,2012
"Brandon Knight",3464846,2012
"Ersan Ilyasova",3434676,2012
"Gordon Hayward",3423808,2012
"DeShawn Stevenson",3379256,2012
"Reggie Williams",3379256,2012
"Kenyon Martin",3379256,2012
"Jason Smith",3379256,2012
"Aaron Gray",3379256,2012
"Brandon Jennings",3370767,2012
"Ryan Hollins",3356727,2012
"JaVale McGee",3328432,2012
"Quentin Richardson",3307075,2012
"Paul George",3252520,2012
"Louis Amundson",3248141,2012
"JR Smith",3220232,2012
"Terrence Williams",3202237,2012
"Kemba Walker",3185043,2012
"JJ Hickson",3182633,2012
"Cole Aldrich",3089991,2012
"Gerald Henderson",3042141,2012
"Anthony Parker",3041330,2012
"Keyon Dooling",3036464,2012
"Ben Wallace",3036464,2012
"Ryan Anderson",3034032,2012
"Jimmer Fredette",3025596,2012
"Courtney Lee",3007663,2012
"Kosta Koufos",2978871,2012
"Rudy Fernandez",2947310,2012
"Xavier Henry",2935411,2012
"Nicolas Batum",2913412,2012
"Josh Howard",2906160,2012
"Tyler Hansbrough",2889994,2012
"Klay Thompson",2874422,2012
"Goran Dragic",2849388,2012
"George Hill",2820138,2012
"Ed Davis",2788616,2012
"Anthony Tolliver",2770990,2012
"Darrell Arthur",2740061,2012
"Alec Burks",2730709,2012
"Donte Greene",2724891,2012
"DJ White",2704982,2012
"Dante Cunningham",2703405,2012
"Earl Watson",2703405,2012
"Patrick Patterson",2649282,2012
"Austin Daye",2608245,2012
"Markieff Morris",2594133,2012
"Matt Barnes",2576615,2012
"Larry Sanders",2516761,2012
"Omer Asik",2510787,2012
"James Johnson",2477832,2012
"Marcus Morris",2464532,2012
"Luke Babbitt",2390891,2012
"Jrue Holiday",2353908,2012
"Kawhi Leonard",2341094,2012
"Kevin Seraphin",2271346,2012
"Renaldo Balkman",2264101,2012
"Ty Lawson",2236310,2012
"Nikola Vucevic",2224091,2012
"Eric Bledsoe",2157803,2012
"Jeff Teague",2135581,2012
"Gustavo Ayon",2118793,2012
"Iman Shumpert",2112873,2012
"Avery Bradley",2060643,2012
"Eric Maynor",2050100,2012
"Jeff Ayres",2027553,2012
"James Jones",2027553,2012
"Sebastian Telfair",2027553,2012
"Greg Oden",2027553,2012
"Gary Forbes",2027553,2012
"Chris Singleton",2007278,2012
"James Anderson",1978243,2012
"Darren Collison",1968024,2012
"Tobias Harris",1916930,2012
"Craig Brackins",1899087,2012
"Jerry Stackhouse",1827746,2012
"Jason Collins",1827746,2012
"Tracy McGrady",1827746,2012
"Vladimir Radmanovic",1827746,2012
"Brian Scalabrine",1827746,2012
"Brian Cardinal",1827746,2012
"Troy Murphy",1827746,2012
"Juwan Howard",1827746,2012
"Eddie House",1827746,2012
"Mike Bibby",1827746,2012
"Tony Battie",1827746,2012
"Kurt Thomas",1827746,2012
